Sourcefile												
Exporttime												
												
Start Time												
End Time												
												
			22 - CO2			44 - CO2			32 - O2			28 - CO
Time		Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
7/15/2020 03:06:57.837 	987,532	15209,132	9,62E-12	7/15/2020 03:06:58.172 	15209,243	1,34E-09	7/15/2020 03:06:58.393 	15209,465	1,07E-08	7/15/2020 03:06:58.729 	15209,801	1,68E-09
7/15/2020 03:06:58.952 	988,648	15210,248	9,18E-12	7/15/2020 03:06:59.288 	15210,359	1,32E-09	7/15/2020 03:06:59.512 	15210,584	1,08E-08	7/15/2020 03:06:59.847 	15210,918	1,67E-09
7/15/2020 03:07:00.069 	989,762	15211,362	1,01E-11	7/15/2020 03:07:00.401 	15211,473	1,30E-09	7/15/2020 03:07:00.627 	15211,699	1,08E-08	7/15/2020 03:07:00.963 	15212,035	1,67E-09
7/15/2020 03:07:01.185 	990,882	15212,482	1,01E-11	7/15/2020 03:07:01.521 	15212,593	1,26E-09	7/15/2020 03:07:01.744 	15212,815	1,09E-08	7/15/2020 03:07:02.080 	15213,151	1,66E-09
7/15/2020 03:07:02.302 	991,995	15213,595	9,84E-12	7/15/2020 03:07:02.634 	15213,706	1,24E-09	7/15/2020 03:07:02.857 	15213,929	1,10E-08	7/15/2020 03:07:03.191 	15214,262	1,65E-09
7/15/2020 03:07:03.413 	993,111	15214,711	1,04E-11	7/15/2020 03:07:03.751 	15214,822	1,21E-09	7/15/2020 03:07:03.973 	15215,044	1,10E-08	7/15/2020 03:07:04.305 	15215,377	1,65E-09
7/15/2020 03:07:04.528 	994,224	15215,824	1,00E-11	7/15/2020 03:07:04.864 	15215,935	1,18E-09	7/15/2020 03:07:05.086 	15216,157	1,11E-08	7/15/2020 03:07:05.418 	15216,49	1,64E-09
7/15/2020 03:07:05.640 	995,334	15216,934	9,06E-12	7/15/2020 03:07:05.974 	15217,045	1,15E-09	7/15/2020 03:07:06.200 	15217,272	1,11E-08	7/15/2020 03:07:06.537 	15217,609	1,63E-09
7/15/2020 03:07:06.760 	996,455	15218,055	9,07E-12	7/15/2020 03:07:07.095 	15218,166	1,12E-09	7/15/2020 03:07:07.318 	15218,389	1,12E-08	7/15/2020 03:07:07.650 	15218,722	1,63E-09
7/15/2020 03:07:07.872 	997,569	15219,169	8,69E-12	7/15/2020 03:07:08.208 	15219,28	1,09E-09	7/15/2020 03:07:08.432 	15219,503	1,12E-08	7/15/2020 03:07:08.765 	15219,836	1,62E-09
7/15/2020 03:07:08.986 	998,682	15220,282	8,48E-12	7/15/2020 03:07:09.321 	15220,393	1,07E-09	7/15/2020 03:07:09.550 	15220,621	1,12E-08	7/15/2020 03:07:09.884 	15220,955	1,61E-09
7/15/2020 03:07:10.105 	999,799	15221,399	8,52E-12	7/15/2020 03:07:10.439 	15221,51	1,04E-09	7/15/2020 03:07:10.666 	15221,738	1,13E-08	7/15/2020 03:07:11.000 	15222,071	1,61E-09
7/15/2020 03:07:11.222 	1000,917	15222,517	7,98E-12	7/15/2020 03:07:11.557 	15222,628	1,02E-09	7/15/2020 03:07:11.778 	15222,85	1,13E-08	7/15/2020 03:07:12.113 	15223,185	1,60E-09
7/15/2020 03:07:12.336 	1002,029	15223,629	7,70E-12	7/15/2020 03:07:12.669 	15223,74	9,93E-10	7/15/2020 03:07:12.890 	15223,962	1,13E-08	7/15/2020 03:07:13.226 	15224,298	1,59E-09
7/15/2020 03:07:13.448 	1003,142	15224,742	8,21E-12	7/15/2020 03:07:13.782 	15224,853	9,73E-10	7/15/2020 03:07:14.005 	15225,076	1,13E-08	7/15/2020 03:07:14.337 	15225,409	1,58E-09
7/15/2020 03:07:14.560 	1004,254	15225,854	8,08E-12	7/15/2020 03:07:14.894 	15225,965	9,54E-10	7/15/2020 03:07:15.121 	15226,193	1,13E-08	7/15/2020 03:07:15.456 	15226,527	1,59E-09
7/15/2020 03:07:15.678 	1005,374	15226,974	8,00E-12	7/15/2020 03:07:16.014 	15227,085	9,39E-10	7/15/2020 03:07:16.236 	15227,307	1,14E-08	7/15/2020 03:07:16.569 	15227,641	1,58E-09
7/15/2020 03:07:16.792 	1006,485	15228,085	7,64E-12	7/15/2020 03:07:17.125 	15228,196	9,19E-10	7/15/2020 03:07:17.352 	15228,423	1,14E-08	7/15/2020 03:07:17.686 	15228,757	1,57E-09
7/15/2020 03:07:17.907 	1007,601	15229,201	7,52E-12	7/15/2020 03:07:18.240 	15229,312	9,03E-10	7/15/2020 03:07:18.464 	15229,535	1,14E-08	7/15/2020 03:07:18.798 	15229,869	1,57E-09
7/15/2020 03:07:19.020 	1008,716	15230,316	7,56E-12	7/15/2020 03:07:19.356 	15230,427	8,85E-10	7/15/2020 03:07:19.577 	15230,649	1,14E-08	7/15/2020 03:07:19.911 	15230,982	1,56E-09
7/15/2020 03:07:20.133 	1009,827	15231,427	7,23E-12	7/15/2020 03:07:20.466 	15231,538	8,71E-10	7/15/2020 03:07:20.695 	15231,766	1,14E-08	7/15/2020 03:07:21.027 	15232,099	1,55E-09
7/15/2020 03:07:21.249 	1010,943	15232,543	7,09E-12	7/15/2020 03:07:21.583 	15232,654	8,59E-10	7/15/2020 03:07:21.808 	15232,879	1,14E-08	7/15/2020 03:07:22.142 	15233,213	1,55E-09
7/15/2020 03:07:22.364 	1012,058	15233,658	7,05E-12	7/15/2020 03:07:22.697 	15233,769	8,45E-10	7/15/2020 03:07:22.920 	15233,991	1,15E-08	7/15/2020 03:07:23.255 	15234,326	1,55E-09
7/15/2020 03:07:23.477 	1013,171	15234,771	7,18E-12	7/15/2020 03:07:23.810 	15234,882	8,31E-10	7/15/2020 03:07:24.032 	15235,104	1,15E-08	7/15/2020 03:07:24.367 	15235,438	1,54E-09
7/15/2020 03:07:24.589 	1014,282	15235,882	7,09E-12	7/15/2020 03:07:24.921 	15235,993	8,20E-10	7/15/2020 03:07:25.144 	15236,215	1,15E-08	7/15/2020 03:07:25.478 	15236,549	1,54E-09
7/15/2020 03:07:25.699 	1015,394	15236,994	7,39E-12	7/15/2020 03:07:26.033 	15237,105	8,07E-10	7/15/2020 03:07:26.256 	15237,327	1,15E-08	7/15/2020 03:07:26.590 	15237,661	1,53E-09
7/15/2020 03:07:26.812 	1016,505	15238,105	6,99E-12	7/15/2020 03:07:27.144 	15238,216	7,98E-10	7/15/2020 03:07:27.367 	15238,438	1,15E-08	7/15/2020 03:07:27.699 	15238,771	1,53E-09
7/15/2020 03:07:27.921 	1017,616	15239,216	6,78E-12	7/15/2020 03:07:28.256 	15239,327	7,90E-10	7/15/2020 03:07:28.480 	15239,552	1,15E-08	7/15/2020 03:07:28.815 	15239,886	1,53E-09
7/15/2020 03:07:29.037 	1018,73	15240,33	6,78E-12	7/15/2020 03:07:29.369 	15240,441	7,76E-10	7/15/2020 03:07:29.592 	15240,663	1,15E-08	7/15/2020 03:07:29.926 	15240,997	1,52E-09
7/15/2020 03:07:30.147 	1019,841	15241,441	6,68E-12	7/15/2020 03:07:30.480 	15241,552	7,71E-10	7/15/2020 03:07:30.704 	15241,775	1,15E-08	7/15/2020 03:07:31.040 	15242,111	1,52E-09
7/15/2020 03:07:31.262 	1020,955	15242,555	6,60E-12	7/15/2020 03:07:31.594 	15242,666	7,57E-10	7/15/2020 03:07:31.817 	15242,889	1,15E-08	7/15/2020 03:07:32.151 	15243,222	1,51E-09
7/15/2020 03:07:32.373 	1022,066	15243,666	6,54E-12	7/15/2020 03:07:32.705 	15243,777	7,50E-10	7/15/2020 03:07:32.928 	15244	1,15E-08	7/15/2020 03:07:33.263 	15244,334	1,51E-09
7/15/2020 03:07:33.485 	1023,178	15244,778	6,54E-12	7/15/2020 03:07:33.817 	15244,889	7,40E-10	7/15/2020 03:07:34.049 	15245,121	1,15E-08	7/15/2020 03:07:34.383 	15245,454	1,50E-09
7/15/2020 03:07:34.605 	1024,298	15245,898	6,36E-12	7/15/2020 03:07:34.937 	15246,009	7,27E-10	7/15/2020 03:07:35.160 	15246,232	1,15E-08	7/15/2020 03:07:35.496 	15246,567	1,51E-09
7/15/2020 03:07:35.718 	1025,411	15247,011	6,55E-12	7/15/2020 03:07:36.050 	15247,122	7,21E-10	7/15/2020 03:07:36.279 	15247,35	1,15E-08	7/15/2020 03:07:36.611 	15247,683	1,50E-09
7/15/2020 03:07:36.833 	1026,527	15248,127	6,27E-12	7/15/2020 03:07:37.167 	15248,238	7,09E-10	7/15/2020 03:07:37.389 	15248,46	1,15E-08	7/15/2020 03:07:37.721 	15248,793	1,49E-09
7/15/2020 03:07:37.944 	1027,637	15249,237	6,54E-12	7/15/2020 03:07:38.277 	15249,348	7,05E-10	7/15/2020 03:07:38.511 	15249,582	1,16E-08	7/15/2020 03:07:38.845 	15249,916	1,49E-09
7/15/2020 03:07:39.066 	1028,76	15250,36	6,35E-12	7/15/2020 03:07:39.400 	15250,472	6,95E-10	7/15/2020 03:07:39.631 	15250,702	1,16E-08	7/15/2020 03:07:39.964 	15251,035	1,49E-09
7/15/2020 03:07:40.185 	1029,879	15251,479	6,33E-12	7/15/2020 03:07:40.519 	15251,59	6,92E-10	7/15/2020 03:07:40.746 	15251,818	1,16E-08	7/15/2020 03:07:41.080 	15252,151	1,48E-09
7/15/2020 03:07:41.302 	1030,995	15252,595	6,47E-12	7/15/2020 03:07:41.635 	15252,707	6,81E-10	7/15/2020 03:07:41.863 	15252,934	1,16E-08	7/15/2020 03:07:42.200 	15253,271	1,48E-09
7/15/2020 03:07:42.422 	1032,115	15253,715	6,24E-12	7/15/2020 03:07:42.754 	15253,826	6,77E-10	7/15/2020 03:07:42.989 	15254,06	1,16E-08	7/15/2020 03:07:43.322 	15254,394	1,48E-09
7/15/2020 03:07:43.544 	1033,238	15254,838	6,17E-12	7/15/2020 03:07:43.878 	15254,949	6,70E-10	7/15/2020 03:07:44.108 	15255,179	1,16E-08	7/15/2020 03:07:44.444 	15255,515	1,47E-09
7/15/2020 03:07:44.665 	1034,359	15255,959	6,14E-12	7/15/2020 03:07:44.999 	15256,07	6,65E-10	7/15/2020 03:07:45.232 	15256,304	1,16E-08	7/15/2020 03:07:45.567 	15256,638	1,47E-09
7/15/2020 03:07:45.789 	1035,482	15257,082	6,21E-12	7/15/2020 03:07:46.121 	15257,193	6,59E-10	7/15/2020 03:07:46.350 	15257,421	1,16E-08	7/15/2020 03:07:46.686 	15257,757	1,47E-09
7/15/2020 03:07:46.908 	1036,601	15258,201	6,11E-12	7/15/2020 03:07:47.240 	15258,312	6,50E-10	7/15/2020 03:07:47.472 	15258,543	1,16E-08	7/15/2020 03:07:47.805 	15258,876	1,46E-09
7/15/2020 03:07:48.026 	1037,72	15259,32	6,02E-12	7/15/2020 03:07:48.360 	15259,431	6,46E-10	7/15/2020 03:07:48.586 	15259,658	1,16E-08	7/15/2020 03:07:48.921 	15259,993	1,46E-09
7/15/2020 03:07:49.144 	1038,837	15260,437	6,05E-12	7/15/2020 03:07:49.477 	15260,548	6,40E-10	7/15/2020 03:07:49.704 	15260,775	1,16E-08	7/15/2020 03:07:50.038 	15261,109	1,46E-09
7/15/2020 03:07:50.259 	1039,953	15261,553	5,88E-12	7/15/2020 03:07:50.592 	15261,664	6,31E-10	7/15/2020 03:07:50.825 	15261,897	1,16E-08	7/15/2020 03:07:51.162 	15262,234	1,45E-09
7/15/2020 03:07:51.384 	1041,078	15262,678	5,94E-12	7/15/2020 03:07:51.718 	15262,789	6,27E-10	7/15/2020 03:07:51.945 	15263,017	1,16E-08	7/15/2020 03:07:52.279 	15263,35	1,45E-09
7/15/2020 03:07:52.501 	1042,194	15263,794	5,78E-12	7/15/2020 03:07:52.834 	15263,906	6,22E-10	7/15/2020 03:07:53.063 	15264,134	1,16E-08	7/15/2020 03:07:53.399 	15264,47	1,45E-09
7/15/2020 03:07:53.621 	1043,314	15264,914	5,84E-12	7/15/2020 03:07:53.953 	15265,025	6,16E-10	7/15/2020 03:07:54.182 	15265,253	1,16E-08	7/15/2020 03:07:54.514 	15265,586	1,44E-09
7/15/2020 03:07:54.736 	1044,431	15266,031	5,76E-12	7/15/2020 03:07:55.070 	15266,141	6,10E-10	7/15/2020 03:07:55.297 	15266,369	1,16E-08	7/15/2020 03:07:55.632 	15266,703	1,44E-09
7/15/2020 03:07:55.854 	1045,547	15267,147	5,74E-12	7/15/2020 03:07:56.186 	15267,258	6,07E-10	7/15/2020 03:07:56.414 	15267,485	1,15E-08	7/15/2020 03:07:56.746 	15267,818	1,44E-09
7/15/2020 03:07:56.968 	1046,663	15268,263	5,53E-12	7/15/2020 03:07:57.303 	15268,374	6,01E-10	7/15/2020 03:07:57.528 	15268,599	1,16E-08	7/15/2020 03:07:57.861 	15268,932	1,44E-09
7/15/2020 03:07:58.082 	1047,776	15269,376	5,85E-12	7/15/2020 03:07:58.416 	15269,487	5,96E-10	7/15/2020 03:07:58.645 	15269,716	1,16E-08	7/15/2020 03:07:58.977 	15270,049	1,43E-09
7/15/2020 03:07:59.200 	1048,893	15270,493	5,53E-12	7/15/2020 03:07:59.533 	15270,604	5,91E-10	7/15/2020 03:07:59.759 	15270,83	1,16E-08	7/15/2020 03:08:00.093 	15271,164	1,43E-09
7/15/2020 03:08:00.314 	1050,008	15271,608	5,35E-12	7/15/2020 03:08:00.648 	15271,719	5,87E-10	7/15/2020 03:08:00.877 	15271,948	1,16E-08	7/15/2020 03:08:01.212 	15272,283	1,43E-09
7/15/2020 03:08:01.433 	1051,127	15272,727	5,64E-12	7/15/2020 03:08:01.767 	15272,838	5,81E-10	7/15/2020 03:08:01.993 	15273,065	1,16E-08	7/15/2020 03:08:02.328 	15273,4	1,42E-09
7/15/2020 03:08:02.551 	1052,244	15273,844	5,62E-12	7/15/2020 03:08:02.883 	15273,955	5,75E-10	7/15/2020 03:08:03.105 	15274,177	1,16E-08	7/15/2020 03:08:03.441 	15274,513	1,42E-09
7/15/2020 03:08:03.664 	1053,357	15274,957	5,46E-12	7/15/2020 03:08:03.997 	15275,068	5,71E-10	7/15/2020 03:08:04.224 	15275,296	1,16E-08	7/15/2020 03:08:04.559 	15275,63	1,42E-09
7/15/2020 03:08:04.781 	1054,474	15276,074	5,80E-12	7/15/2020 03:08:05.113 	15276,185	5,68E-10	7/15/2020 03:08:05.336 	15276,407	1,16E-08	7/15/2020 03:08:05.669 	15276,74	1,41E-09
7/15/2020 03:08:05.890 	1055,584	15277,184	5,47E-12	7/15/2020 03:08:06.224 	15277,295	5,60E-10	7/15/2020 03:08:06.451 	15277,523	1,16E-08	7/15/2020 03:08:06.786 	15277,858	1,41E-09
7/15/2020 03:08:07.008 	1056,703	15278,303	5,46E-12	7/15/2020 03:08:07.343 	15278,414	5,57E-10	7/15/2020 03:08:07.570 	15278,642	1,16E-08	7/15/2020 03:08:07.905 	15278,977	1,41E-09
7/15/2020 03:08:08.128 	1057,821	15279,421	5,37E-12	7/15/2020 03:08:08.461 	15279,532	5,51E-10	7/15/2020 03:08:08.690 	15279,762	1,15E-08	7/15/2020 03:08:09.024 	15280,095	1,40E-09
7/15/2020 03:08:09.246 	1058,939	15280,539	5,36E-12	7/15/2020 03:08:09.578 	15280,65	5,46E-10	7/15/2020 03:08:09.809 	15280,881	1,15E-08	7/15/2020 03:08:10.144 	15281,215	1,40E-09
7/15/2020 03:08:10.366 	1060,059	15281,659	5,20E-12	7/15/2020 03:08:10.698 	15281,77	5,42E-10	7/15/2020 03:08:10.926 	15281,997	1,15E-08	7/15/2020 03:08:11.261 	15282,332	1,40E-09
7/15/2020 03:08:11.482 	1061,176	15282,776	5,32E-12	7/15/2020 03:08:11.816 	15282,887	5,37E-10	7/15/2020 03:08:12.038 	15283,109	1,15E-08	7/15/2020 03:08:12.373 	15283,444	1,40E-09
7/15/2020 03:08:12.594 	1062,288	15283,888	5,25E-12	7/15/2020 03:08:12.928 	15283,999	5,34E-10	7/15/2020 03:08:13.154 	15284,226	1,15E-08	7/15/2020 03:08:13.493 	15284,564	1,39E-09
7/15/2020 03:08:13.714 	1063,408	15285,008	5,25E-12	7/15/2020 03:08:14.048 	15285,119	5,32E-10	7/15/2020 03:08:14.271 	15285,342	1,15E-08	7/15/2020 03:08:14.604 	15285,675	1,39E-09
7/15/2020 03:08:14.825 	1064,519	15286,119	5,37E-12	7/15/2020 03:08:15.159 	15286,23	5,27E-10	7/15/2020 03:08:15.385 	15286,457	1,15E-08	7/15/2020 03:08:15.720 	15286,791	1,39E-09
7/15/2020 03:08:15.942 	1065,635	15287,235	5,28E-12	7/15/2020 03:08:16.274 	15287,346	5,22E-10	7/15/2020 03:08:16.504 	15287,576	1,15E-08	7/15/2020 03:08:16.839 	15287,91	1,39E-09
7/15/2020 03:08:17.061 	1066,754	15288,354	5,25E-12	7/15/2020 03:08:17.393 	15288,465	5,17E-10	7/15/2020 03:08:17.622 	15288,693	1,15E-08	7/15/2020 03:08:17.957 	15289,028	1,39E-09
7/15/2020 03:08:18.178 	1067,872	15289,472	5,23E-12	7/15/2020 03:08:18.512 	15289,583	5,14E-10	7/15/2020 03:08:18.746 	15289,818	1,15E-08	7/15/2020 03:08:19.080 	15290,152	1,39E-09
7/15/2020 03:08:19.303 	1068,996	15290,596	5,04E-12	7/15/2020 03:08:19.635 	15290,707	5,11E-10	7/15/2020 03:08:19.866 	15290,938	1,15E-08	7/15/2020 03:08:20.200 	15291,271	1,38E-09
7/15/2020 03:08:20.422 	1070,115	15291,715	5,20E-12	7/15/2020 03:08:20.754 	15291,826	5,07E-10	7/15/2020 03:08:20.983 	15292,054	1,15E-08	7/15/2020 03:08:21.317 	15292,388	1,38E-09
7/15/2020 03:08:21.539 	1071,233	15292,833	4,98E-12	7/15/2020 03:08:21.872 	15292,944	5,03E-10	7/15/2020 03:08:22.103 	15293,174	1,15E-08	7/15/2020 03:08:22.435 	15293,507	1,37E-09
7/15/2020 03:08:22.657 	1072,351	15293,951	5,05E-12	7/15/2020 03:08:22.991 	15294,062	4,98E-10	7/15/2020 03:08:23.229 	15294,3	1,15E-08	7/15/2020 03:08:23.561 	15294,633	1,37E-09
7/15/2020 03:08:23.784 	1073,477	15295,077	5,04E-12	7/15/2020 03:08:24.117 	15295,188	4,96E-10	7/15/2020 03:08:24.344 	15295,416	1,15E-08	7/15/2020 03:08:24.679 	15295,75	1,37E-09
7/15/2020 03:08:24.901 	1074,594	15296,194	5,02E-12	7/15/2020 03:08:25.233 	15296,305	4,88E-10	7/15/2020 03:08:25.462 	15296,533	1,15E-08	7/15/2020 03:08:25.794 	15296,866	1,37E-09
7/15/2020 03:08:26.016 	1075,71	15297,31	4,94E-12	7/15/2020 03:08:26.350 	15297,421	4,88E-10	7/15/2020 03:08:26.576 	15297,648	1,15E-08	7/15/2020 03:08:26.910 	15297,981	1,36E-09
7/15/2020 03:08:27.132 	1076,825	15298,425	5,18E-12	7/15/2020 03:08:27.464 	15298,536	4,84E-10	7/15/2020 03:08:27.693 	15298,764	1,15E-08	7/15/2020 03:08:28.025 	15299,097	1,36E-09
7/15/2020 03:08:28.248 	1077,941	15299,541	4,90E-12	7/15/2020 03:08:28.581 	15299,652	4,80E-10	7/15/2020 03:08:28.808 	15299,88	1,15E-08	7/15/2020 03:08:29.142 	15300,213	1,36E-09
7/15/2020 03:08:29.363 	1079,057	15300,657	5,02E-12	7/15/2020 03:08:29.696 	15300,768	4,77E-10	7/15/2020 03:08:29.927 	15300,998	1,15E-08	7/15/2020 03:08:30.259 	15301,331	1,36E-09
7/15/2020 03:08:30.481 	1080,175	15301,775	4,82E-12	7/15/2020 03:08:30.815 	15301,886	4,72E-10	7/15/2020 03:08:31.041 	15302,113	1,15E-08	7/15/2020 03:08:31.375 	15302,446	1,36E-09
7/15/2020 03:08:31.597 	1081,29	15302,89	4,81E-12	7/15/2020 03:08:31.929 	15303,001	4,70E-10	7/15/2020 03:08:32.157 	15303,228	1,15E-08	7/15/2020 03:08:32.490 	15303,562	1,35E-09
7/15/2020 03:08:32.712 	1082,406	15304,006	4,87E-12	7/15/2020 03:08:33.046 	15304,117	4,67E-10	7/15/2020 03:08:33.269 	15304,34	1,15E-08	7/15/2020 03:08:33.601 	15304,673	1,35E-09
