-16.13;7.496165355
-16.11558333;7.224158854
-16.10116667;7.026983354
-16.08675;6.88669708
-16.07233333;6.780720999
-16.05791667;6.696689089
-16.04349999;6.614046515
-16.02908333;6.543227112
-16.01466666;6.468856156
-16.00025;6.407495288
-15.98583333;6.356871881
-15.97141666;6.307334182
-15.95699999;6.254861393
-15.94258333;6.217708118
-15.92816666;6.172356833
-15.91375;6.126803128
-15.89933333;6.085067801
-15.88491665;6.048816215
-15.8705;6.013567529
-15.85608332;5.979027313
-15.84166667;5.947385384
-15.82724999;5.908005489
-15.81283332;5.883972713
-15.79841665;5.84997535
-15.78399997;5.820679653
-15.76958333;5.7908227
-15.75516666;5.763330381
-15.74074999;5.728284115
-15.72633331;5.700037322
-15.71191664;5.67716386
-15.6975;5.647573733
-15.68308333;5.619244132
-15.66866665;5.582909738
-15.65424998;5.560192691
-15.63983331;5.523048618
-15.62541667;5.495280272
-15.61099999;5.462847064
-15.59658332;5.435106321
-15.58216665;5.403528798
-15.56774997;5.373294608
-15.55333333;5.344891399
-15.53891663;5.314289172
-15.52449999;5.284285005
-15.51008335;5.252698281
-15.49566664;5.226135254
-15.48125;5.196848758
-15.46683329;5.169292032
-15.45241665;5.137061245
-15.43799995;5.106587831
-15.42358331;5.078497453
-15.40916667;5.048631299
-15.39474996;5.026880348
-15.38033332;4.992165315
-15.36591661;4.965409069
-15.35149997;4.939655722
-15.33708333;4.913828767
-15.32266663;4.885563572
-15.30824999;4.86005865
-15.29383328;4.832327107
-15.27941664;4.806141317
-15.265;4.77957829
-15.25058329;4.750724237
-15.23616665;4.724069201
-15.22174995;4.695638389
-15.20733331;4.670768329
-15.19291667;4.644196101
-15.17849996;4.622261132
-15.16408332;4.595872922
-15.14966661;4.573284688
-15.13524997;4.549518738
-15.12083333;4.520250643
-15.10641663;4.500910331
-15.09199999;4.472111483
-15.07758328;4.449072404
-15.06316664;4.42415634
-15.04875;4.401917741
-15.03433329;4.377802156
-15.01991665;4.355784378
-15.00549995;4.334392262
-14.99108331;4.31576042
-14.97666667;4.289335406
-14.96225003;4.267253222
-14.94783325;4.248842202
-14.93341661;4.228324172
-14.91899997;4.208063769
-14.90458333;4.184270216
-14.89016669;4.16652166
-14.87574992;4.146031234
-14.86133328;4.126295282
-14.84691664;4.105096385
-14.8325;4.082149316
-14.81808336;4.063572679
-14.80366659;4.04285223
-14.78924995;4.027762737
-14.77483331;4.004870873
-14.76041667;3.988548459
-14.74599989;3.970514676
-14.73158325;3.950493496
-14.71716661;3.933214187
-14.70274997;3.914775563
-14.68833333;3.89775388
-14.67391656;3.881965118
-14.65949992;3.867436881
-14.64508328;3.844802643
-14.63066664;3.828857466
-14.61625;3.815166512
-14.60183322;3.800767088
-14.58741659;3.780736707
-14.57299995;3.76327338
-14.55858331;3.751790644
-14.54416667;3.731585446
-14.52974989;3.716974401
-14.51533325;3.704083926
-14.50091661;3.690945027
-14.48649997;3.675413891
-14.47208333;3.657196089
-14.45766656;3.641085296
-14.44324992;3.632620459
-14.42883328;3.61312373
-14.41441664;3.599672
-14.4;3.59138198
-14.38558322;3.572326896
-14.37116659;3.564625734
-14.35674995;3.550796766
-14.34233331;3.538734373
-14.32791667;3.524988214
-14.31349989;3.513763104
-14.29908325;3.498701214
-14.28466661;3.488221378
-14.27024997;3.474410812
-14.25583333;3.463020085
-14.24141656;3.449632762
-14.22699992;3.43838925
-14.21258328;3.428617883
-14.19816664;3.412783117
-14.18375;3.405219969
-14.16933322;3.391105773
-14.15491659;3.38267774
