#Acq. time (s)=	1
#Accumulations=	1
#Range=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x50_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	532nm_Edge
#Spectro (cm-¹)=	910.003
#Hole=	199.981
#Temperature=	0
#Range=	Visible
#Collection=	Microscope
#StageXY=	Manual Stage
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-1.85
#Full time(s)=	3
#Project=	A
#Sample=	
#Site=	C
#Title=	LiNbWO6-0-V
#Remark=	
#Date=	21.06.2019 15:16
#Acquired=	21.06.2019 15:16:54
12.5879	86.3315
14.4386	107.562
16.2912	174.265
18.1412	268.286
19.9909	298.681
21.8424	380.658
23.6913	459.651
25.5399	520.486
27.3881	642.081
29.2381	718.209
31.0856	815.663
32.9328	916.234
34.7817	1035.13
36.6281	1221.05
38.4741	1556.2
40.3198	2028.62
42.1672	2821.2
44.0122	3785.11
45.8568	4871.87
47.701	6173.15
49.547	7368.39
51.3905	8309.03
53.2336	9351.09
55.0764	10876.1
56.9188	12279.1
58.763	13770.6
60.6046	14648.9
62.446	14875.7
64.2869	14211
66.1275	13015.9
67.9678	11160.1
69.8076	9444
71.6493	8151.29
73.4884	6975.96
75.3272	6330.3
77.1656	6004.19
79.0037	5635.09
80.8414	5572.61
82.6787	5468.54
84.5157	5462.63
86.3545	5393.07
88.1907	5287.81
90.0266	5151.96
91.8622	5080.93
93.6974	4935.34
95.5322	4747.35
97.3666	4704.18
99.2007	4571.38
101.034	4571.86
102.868	4602.13
104.701	4630.15
106.534	4776.35
108.366	4962.99
110.198	5305.7
112.029	6121.21
113.861	6889.89
115.691	7501.38
117.522	7593.13
119.352	7539.29
121.182	7060.58
123.011	6773.03
124.84	6612.69
126.669	6615.83
128.497	6772.95
130.325	6997.6
132.153	6961.36
133.98	6878.49
135.805	6377.5
137.632	6046.67
139.458	5504
141.284	5212.55
143.109	5048.52
144.934	4780.96
146.759	4646.96
148.584	4606.54
150.408	4495.87
152.229	4446.03
154.053	4398.72
155.876	4379.34
157.698	4392.13
159.521	4331.89
161.342	4378.12
163.162	4382.44
164.983	4377.84
166.804	4492.63
168.624	4470.17
170.445	4494.48
172.262	4465.11
174.082	4418.71
175.901	4489.57
177.719	4500.97
179.536	4628.02
181.354	4547.11
183.171	4576.52
184.989	4555.94
186.804	4626.54
188.62	4512.69
190.436	4525.67
192.252	4507.48
194.066	4437.69
195.881	4483.99
197.696	4429.58
199.508	4398.42
201.322	4457.42
203.136	4424.98
204.947	4526.16
206.76	4587.75
208.573	4562.39
210.383	4677.66
212.195	4622.8
214.007	4729.97
215.816	4770.85
217.627	4920.94
219.435	4993.39
221.246	5028.14
223.055	5163.08
224.863	5292.1
226.672	5628.44
228.479	5970.77
230.287	6297.57
232.093	6680.12
233.901	6942.5
235.708	7209.71
237.513	7141.18
239.32	6901.88
241.124	6668.88
242.93	6257.63
244.734	5982.72
246.539	5609.49
248.342	5400.53
250.147	5177.19
251.949	5021.13
253.753	4880.75
255.554	4830.06
257.357	4803.23
259.158	4746.62
