#Acq. time (s)=	1
#Accumulations=	1
#Range=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x50_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	532nm_Edge
#Spectro (cm-¹)=	910.003
#Hole=	199.981
#Temperature=	0
#Range=	Visible
#Collection=	Microscope
#StageXY=	Manual Stage
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-1.85
#Full time(s)=	3
#Project=	A
#Sample=	
#Site=	C
#Title=	LiNbWO6-90-H
#Remark=	
#Date=	21.06.2019 15:11
#Acquired=	21.06.2019 15:11:00
12.5879	198.411
14.4386	292.388
16.2912	595.532
18.1412	1007.97
19.9909	1469.15
21.8424	1888.12
23.6913	2468.16
25.5399	2827.01
27.3881	3353.09
29.2381	3867.4
31.0856	4512.73
32.9328	5246.7
34.7817	6105.92
36.6281	7020.63
38.4741	7914.87
40.3198	8666.92
42.1672	9392.33
44.0122	10142.9
45.8568	10900.4
47.701	11622.1
49.547	12416.8
51.3905	13006.4
53.2336	13973.4
55.0764	15267
56.9188	17010
58.763	18547.3
60.6046	19484
62.446	19717.4
64.2869	18593
66.1275	16810
67.9678	14495.7
69.8076	12238.3
71.6493	10300.3
73.4884	9006.62
75.3272	7903.32
77.1656	7312.79
79.0037	7028.93
80.8414	6762.12
82.6787	6714.06
84.5157	6621.35
86.3545	6504.27
88.1907	6425.68
90.0266	6312.5
91.8622	6240.68
93.6974	5947.99
95.5322	5830.6
97.3666	5636.87
99.2007	5675.74
101.034	5602.26
102.868	5575.26
104.701	5618.67
106.534	5742.48
108.366	6024.58
110.198	6569.95
112.029	7389.09
113.861	8312.75
115.691	9300.73
117.522	9599.5
119.352	9557.31
121.182	9045.39
123.011	8286.95
124.84	7985.93
126.669	7968.94
128.497	8298.97
130.325	8656.94
132.153	8761.75
133.98	8789.89
135.805	8294.16
137.632	7799.15
139.458	7298.07
141.284	6661.03
143.109	6376.96
144.934	6155.79
146.759	5961.07
148.584	5814.62
150.408	5733.61
152.229	5628.62
154.053	5547.2
155.876	5527.08
157.698	5464.37
159.521	5457.24
161.342	5523.71
163.162	5486.16
164.983	5449.51
166.804	5460.88
168.624	5541.26
170.445	5623.93
172.262	5670.76
174.082	5694.33
175.901	5704.32
177.719	5773.56
179.536	5806.04
181.354	5811.25
183.171	5817.3
184.989	5912.51
186.804	5882.76
188.62	5937.59
190.436	5739.97
192.252	5914.6
194.066	5779.8
195.881	5859.62
197.696	5784.51
199.508	5718.77
201.322	5653.52
203.136	5700.04
204.947	5650.35
206.76	5753.69
208.573	5795.15
210.383	5975.39
212.195	5937.61
214.007	6105.72
215.816	6123.08
217.627	6074.16
219.435	6287.78
221.246	6364.7
223.055	6621.46
224.863	6760.18
226.672	7102.15
228.479	7667.59
230.287	8086.49
232.093	8698.32
233.901	9150.02
235.708	9500.84
237.513	9560.43
239.32	9362.22
241.124	8959.98
242.93	8511.89
244.734	7924.11
246.539	7579.33
248.342	7101.73
250.147	7003.82
251.949	6553.86
253.753	6454.41
255.554	6345.26
257.357	6212.5
259.158	6116.8
260.961	6172.46
262.761	6091.47
264.56	6000.92
266.362	6076.29
268.161	6057.78
269.961	6064.83
271.76	6055.21
273.56	6134.52
275.357	6134.08
277.155	6110.36
278.954	6171.57
280.75	6006.43
282.548	5967.68
284.344	5975.39
286.14	5769.78
287.937	5585.76
289.732	5418.78
291.526	5250.06
293.323	5146.8
295.116	5086.08
296.91	4990.12
298.705	4879.75
300.498	4815.16
302.29	4723.74
304.084	4764.33
305.876	4711.84
307.667	4739.3
309.458	4736.66
311.251	4684.63
313.041	4663.8
314.831	4619.23
316.621	4573.31
318.412	4612.49
320.201	4446.65
321.989	4479.14
