#Instrument=	LabRam
#Exposition=	10
#Accumulation=	30
#Spectro=	979.889
#Hole=	1000
#Slit=	100
#Laser=	532.1
#Grating=	1800
#Objective=	InPhotonics
#Filter=	D 1
#Spec. width=	5.61584
#Detector=	AN_32
#Detector size=	1024
#Autofocus=	Off
#Date=	01/05/16 11:27:14
#Operator=	
#Sample=	
#Remark=	
#Power=	
#Imported=	12.05.2020 00:31:55
	198.15	199.758	201.364	202.972	204.579	206.184	207.79	209.397	211.001	212.607	214.21	215.815	217.418	219.023	220.625	222.23	223.831	225.435	227.036	228.639	230.24	231.842	233.443	235.045	236.644	238.246	239.845	241.443	243.044	244.642	246.24	247.84	249.437	251.034	252.633	254.23	255.826	257.422	259.02	260.615	262.211	263.806	265.402	266.997	268.591	270.185	271.778	273.371	274.966	276.559	278.152	279.744	281.336	282.927	284.519	286.11	287.701	289.291	290.881	292.471	294.061	295.65	297.24	298.828	300.417	302.005	303.594	305.181	306.769	308.356	309.943	311.53	313.114	314.7	316.286	317.872	319.457	321.04	322.625	324.209	325.794	327.376	328.959	330.543	332.126	333.707	335.289	336.872	338.452	340.034	341.615	343.194	344.775	346.354	347.934	349.515	351.092	352.672	354.249	355.829	357.405	358.984	360.56	362.138	363.714	365.291	366.866	368.441	370.018	371.592	373.169	374.742	376.316	377.891	379.464	381.037	382.611	384.184	385.756	387.327	388.901	390.472	392.043	393.613	395.186	396.756	398.325	399.895	401.464	403.033	404.604	406.172	407.74	409.308	410.876	412.443	414.01	415.577	417.144	418.71	420.276	421.842	423.407	424.973	426.538	428.102	429.667	431.231	432.793	434.356	435.92	437.483	439.046	440.608	442.168	443.73	445.292	446.854	448.413	449.974	451.535	453.095	454.653	456.213	457.773	459.33	460.889	462.448	464.004	465.563	467.119	468.677	470.234	471.789	473.346	474.901	476.457	478.012	479.568	481.121	482.675	484.23	485.783	487.337	488.889	490.441	491.995	493.547	495.098	496.651	498.202	499.752	501.305	502.854	504.404	505.954	507.505	509.054	510.602	512.151	513.699	515.247	516.796	518.344	519.891	521.437	522.984	524.53	526.076	527.622	529.167	530.713	532.258	533.802	535.347	536.891	538.435	539.978	541.522	543.065	544.608	546.148	547.691	549.233	550.775	552.316	553.856	555.397	556.937	558.478	560.016	561.556	563.096	564.633	566.173	567.712	569.248	570.787	572.325	573.861	575.398	576.934	578.471	580.006	581.542	583.077	584.613	586.147	587.682	589.216	590.751	592.284	593.818	595.35	596.882	598.416	599.948	601.479	603.012	604.543	606.073	607.603	609.135	610.665	612.195	613.724	615.253	616.783	618.312	619.84	621.368	622.895	624.423	625.95	627.477	629.003	630.53	632.056	633.582	635.107	636.633	638.158	639.683	641.207	642.732	644.256	645.779	647.303	648.824	650.347	651.87	653.393	654.915	656.435	657.957	659.478	660.997	662.518	664.039	665.557	667.078	668.598	670.115	671.635	673.154	674.671	676.19	677.706	679.224	680.74	682.258	683.773	685.291	686.805	688.32	689.837	691.351	692.867	694.38	695.894	697.409	698.922	700.434	701.947	703.461	704.973	706.484	707.996	709.509	711.02	712.53	714.041	715.551	717.061	718.57	720.08	721.589	723.098	724.606	726.114	727.623	729.13	730.638	732.145	733.652	735.159	736.666	738.172	739.678	741.184	742.688	744.193	745.698	747.203	748.707	750.21	751.714	753.218	754.719	756.223	757.726	759.227	760.729	762.231	763.732	765.233	766.733	768.234	769.733	771.234	772.733	774.233	775.731	777.231	778.729	780.226	781.725	783.222	784.718	786.217	787.713	789.209	790.706	792.202	793.697	795.192	796.686	798.183	799.677	801.171	802.664	804.157	805.651	807.143	808.636	810.128	811.621	813.112	814.604	816.096	817.587	819.078	820.568	822.059	823.549	825.039	826.528	828.018	829.505	830.994	832.482	833.971	835.457	836.945	838.433	839.92	841.405	842.892	844.377	845.863	847.35	848.834	850.319	851.803	853.288	854.771	856.256	857.738	859.223	860.705	862.188	863.67	865.151	866.634	868.115	869.596	871.078	872.558	874.038	875.519	876.999	878.478	879.957	881.435	882.914	884.394	885.872	887.349	888.827	890.304	891.781	893.257	894.734	896.21	897.686	899.161	900.637	902.112	903.587	905.062	906.534	908.008	909.482	910.956	912.43	913.901	915.374	916.847	918.319	919.79	921.262	922.733	924.203	925.674	927.143	928.614	930.085	931.553	933.023	934.491	935.961	937.428	938.895	940.364	941.831	943.299	944.766	946.232	947.699	949.165	950.63	952.097	953.562	955.026	956.491	957.955	959.421	960.884	962.347	963.81	965.273	966.736	968.198	969.66	971.122	972.584	974.045	975.507	976.968	978.428	979.889	981.349	982.809	984.267	985.726	987.185	988.645	990.103	991.56	993.018	994.476	995.932	997.39	998.847	1000.3	1001.76	1003.22	1004.67	1006.13	1007.58	1009.04	1010.49	1011.94	1013.4	1014.85	1016.31	1017.76	1019.21	1020.66	1022.11	1023.57	1025.02	1026.47	1027.92	1029.37	1030.82	1032.27	1033.72	1035.17	1036.62	1038.07	1039.52	1040.97	1042.42	1043.87	1045.31	1046.76	1048.21	1049.66	1051.1	1052.55	1053.99	1055.44	1056.89	1058.33	1059.78	1061.22	1062.67	1064.11	1065.55	1067	1068.44	1069.88	1071.33	1072.77	1074.21	1075.65	1077.1	1078.54	1079.98	1081.42	1082.86	1084.3	1085.74	1087.18	1088.62	1090.06	1091.5	1092.94	1094.38	1095.82	1097.25	1098.69	1100.13	1101.56	1103	1104.44	1105.87	1107.31	1108.75	1110.18	1111.62	1113.05	1114.49	1115.92	1117.35	1118.79	1120.22	1121.66	1123.09	1124.52	1125.95	1127.39	1128.82	1130.25	1131.68	1133.11	1134.54	1135.97	1137.4	1138.83	1140.26	1141.69	1143.12	1144.55	1145.98	1147.41	1148.84	1150.26	1151.69	1153.12	1154.54	1155.97	1157.4	1158.82	1160.25	1161.68	1163.1	1164.53	1165.95	1167.38	1168.8	1170.22	1171.65	1173.07	1174.5	1175.92	1177.34	1178.76	1180.19	1181.61	1183.03	1184.45	1185.87	1187.29	1188.71	1190.13	1191.55	1192.97	1194.39	1195.81	1197.23	1198.65	1200.07	1201.48	1202.9	1204.32	1205.74	1207.15	1208.57	1209.99	1211.4	1212.82	1214.23	1215.65	1217.06	1218.48	1219.89	1221.31	1222.72	1224.14	1225.55	1226.96	1228.38	1229.79	1231.2	1232.61	1234.03	1235.44	1236.85	1238.26	1239.67	1241.08	1242.49	1243.9	1245.31	1246.72	1248.13	1249.54	1250.95	1252.36	1253.76	1255.17	1256.58	1257.99	1259.39	1260.8	1262.21	1263.61	1265.02	1266.42	1267.83	1269.23	1270.64	1272.04	1273.45	1274.85	1276.26	1277.66	1279.06	1280.47	1281.87	1283.27	1284.67	1286.07	1287.48	1288.88	1290.28	1291.68	1293.08	1294.48	1295.88	1297.28	1298.68	1300.08	1301.48	1302.88	1304.27	1305.67	1307.07	1308.47	1309.87	1311.26	1312.66	1314.06	1315.45	1316.85	1318.24	1319.64	1321.04	1322.43	1323.83	1325.22	1326.61	1328.01	1329.4	1330.79	1332.19	1333.58	1334.97	1336.37	1337.76	1339.15	1340.54	1341.93	1343.32	1344.71	1346.1	1347.49	1348.88	1350.27	1351.66	1353.05	1354.44	1355.83	1357.22	1358.61	1359.99	1361.38	1362.77	1364.15	1365.54	1366.93	1368.31	1369.7	1371.09	1372.47	1373.86	1375.24	1376.63	1378.01	1379.4	1380.78	1382.16	1383.55	1384.93	1386.31	1387.69	1389.08	1390.46	1391.84	1393.22	1394.6	1395.98	1397.36	1398.74	1400.12	1401.5	1402.88	1404.26	1405.64	1407.02	1408.4	1409.78	1411.15	1412.53	1413.91	1415.29	1416.66	1418.04	1419.42	1420.79	1422.17	1423.55	1424.92	1426.29	1427.67	1429.04	1430.42	1431.79	1433.17	1434.54	1435.91	1437.29	1438.66	1440.03	1441.4	1442.78	1444.15	1445.52	1446.89	1448.26	1449.63	1451	1452.37	1453.74	1455.11	1456.48	1457.85	1459.22	1460.59	1461.96	1463.32	1464.69	1466.06	1467.42	1468.79	1470.16	1471.53	1472.89	1474.26	1475.62	1476.99	1478.35	1479.72	1481.08	1482.45	1483.81	1485.17	1486.54	1487.9	1489.26	1490.63	1491.99	1493.35	1494.71	1496.07	1497.44	1498.8	1500.16	1501.52	1502.88	1504.24	1505.6	1506.96	1508.32	1509.68	1511.04	1512.39	1513.75	1515.11	1516.47	1517.83	1519.18	1520.54	1521.9	1523.25	1524.61	1525.97	1527.32	1528.68	1530.03	1531.39	1532.74	1534.1	1535.45	1536.8	1538.16	1539.51	1540.86	1542.22	1543.57	1544.92	1546.27	1547.63	1548.98	1550.33	1551.68	1553.03	1554.38	1555.73	1557.08	1558.43	1559.78	1561.13	1562.48	1563.83	1565.18	1566.52	1567.87	1569.22	1570.57	1571.91	1573.26	1574.61	1575.95	1577.3	1578.65	1579.99	1581.34	1582.68	1584.03	1585.37	1586.71	1588.06	1589.4	1590.75	1592.09	1593.43	1594.78	1596.12	1597.46	1598.8	1600.14	1601.49	1602.83	1604.17	1605.51	1606.85	1608.19	1609.53	1610.87	1612.21	1613.55	1614.89	1616.22	1617.56	1618.9	1620.24	1621.58	1622.91	1624.25	1625.59	1626.92	1628.26	1629.6	1630.93	1632.27	1633.6	1634.94	1636.27	1637.61	1638.94	1640.28	1641.61	1642.94	1644.28	1645.61	1646.94	1648.27	1649.6	1650.94	1652.27	1653.6	1654.93	1656.26	1657.59	1658.92	1660.25	1661.58	1662.91	1664.24	1665.57	1666.9	1668.23	1669.56	1670.88	1672.21	1673.54	1674.87	1676.19	1677.52	1678.85	1680.17	1681.5	1682.83	1684.15	1685.48	1686.8	1688.13	1689.45	1690.78	1692.1	1693.42
0	327718	327842	329423	330020	330508	330595	332999	334153	335416	335993	337664	338329	338901	341661	341678	343629	347265	347402	349197	349861	352110	353721	355172	357195	359181	361111	365001	368379	369381	369283	369093	369120	367540	367944	369183	367975	369444	369750	370588	371918	373610	375013	378044	378975	380093	379460	380088	379900	379330	379073	376058	377222	377936	377251	378429	379381	380565	380159	383311	383052	384004	386288	387436	388924	389147	389955	389650	391027	390936	391398	393170	393547	394832	394198	396097	396826	396904	395874	397021	398102	397097	397629	395845	397124	397252	397804	397621	398215	397607	399004	400060	399144	400453	401500	401889	402964	401960	402864	404033	404447	402253	403641	402819	403706	404117	404422	404639	406056	406052	407293	406867	407481	408628	410165	411620	411276	411884	413703	414838	415338	416051	415900	418105	418497	420206	418532	418992	420354	420818	421066	421685	421137	422923	423673	423032	424122	424769	426541	425693	427604	427130	429767	431166	430673	430734	431225	432513	433580	434745	435534	436409	436369	438300	439842	439698	441874	440997	441713	441859	441440	442948	443007	443233	443090	443826	443455	445419	445887	446784	447330	446387	449016	447729	449955	451563	451652	452046	451196	451733	453085	452416	453435	454368	452552	453383	452944	453985	451800	451560	453174	452091	454056	453767	454876	455993	455234	456617	457335	459007	459453	458600	459559	458052	458726	459666	458242	458609	459529	459815	459991	461290	461588	462049	463316	463928	464542	464782	467201	467701	465820	468463	468091	468527	469647	472444	470693	471495	472703	474162	474459	476489	476380	478077	478911	478876	477832	480433	479387	479168	479385	481398	482215	481991	482697	483350	485942	485053	484214	483773	484937	485530	485926	484285	486107	485312	486123	483877	485564	486378	485873	486167	486288	485611	485541	486561	486565	487863	487235	487769	488929	486744	487978	487689	488819	489271	488485	490006	487985	489456	487400	488040	489341	488194	489213	489664	490439	490556	491733	489714	491693	491163	491189	492723	493000	492075	492383	491865	493550	492673	493798	493625	494727	495454	495811	496181	495790	497704	496327	497540	498706	500853	499167	498746	500412	499568	501358	502299	500476	502473	502246	502989	503642	504171	504755	505867	507335	506381	505662	508888	508650	508430	510990	511421	511424	510570	511736	512718	512370	512591	514564	513432	515175	513747	515267	517048	519066	518805	520241	521162	520997	521477	521807	523000	523462	522865	521593	522848	522764	521982	523581	524016	523969	522734	522054	524330	524391	525357	525848	524229	525498	525331	526508	526652	527530	529145	530689	532961	533234	536306	534323	532381	530324	529759	529298	532608	533383	532457	531977	530511	529725	530529	530189	530752	531042	529364	528819	529375	531192	530611	532873	533052	533435	533912	535554	535653	533640	534268	533891	534617	535730	535147	537871	536960	537334	537765	539094	539257	539834	540950	539683	541830	542821	541503	542529	543051	541963	545181	544825	545523	545065	547033	547159	547116	548442	549108	548155	549276	550486	550571	550765	550948	551896	551813	552060	554010	554284	553041	554284	553598	554515	554820	554394	554053	555733	554267	554485	555917	557436	556869	557246	556195	558374	557869	559485	557770	557581	558117	556877	558239	559736	559465	559554	560041	560153	559889	560442	559637	559579	559962	560714	561682	562000	561275	560279	561476	560300	560530	561528	561741	563098	561930	561286	563397	562274	562145	564606	564227	564867	565722	563949	566486	566453	566137	566575	565888	566978	566703	568534	568992	568340	571179	569466	570781	569632	571301	571355	573086	573757	573014	573740	573503	575684	575773	575172	577484	577596	579551	582859	587752	595858	603045	604267	600205	589595	586699	583306	584350	582545	583156	583886	583873	584065	585781	584940	587356	586227	586755	587710	588605	588316	590121	589850	588986	591136	590828	593456	592307	592865	593734	593322	594275	593602	593067	594746	595067	595454	596814	596295	595231	597187	596408	596348	598063	598507	597409	597244	597793	598213	598847	601153	599751	598984	597025	598243	598344	598371	597281	599410	599089	598247	598895	599318	598009	599843	598695	599837	598591	599291	600094	600856	598655	600782	600788	600958	600132	600236	600464	600361	601538	600374	599853	602060	602256	601885	600806	602389	603351	602652	602738	603763	605362	603937	604220	605335	604817	604833	605934	607254	607838	608360	608903	609551	606679	609331	610643	611903	611581	610696	612600	613691	614349	615040	614341	615843	616971	617608	618925	618438	620142	620442	621827	622167	622730	623321	625654	625085	626909	626800	626983	629884	629238	630175	630544	631689	631975	636644	634515	635849	636989	639193	638779	638577	637928	640447	640385	642188	642995	642485	643876	644005	645750	646684	646869	646378	645415	647283	647889	649727	649541	650562	651478	650390	650395	649954	653381	650147	652201	651783	653250	652743	654384	653550	654387	654982	655499	657711	658214	657645	658302	656469	656410	655165	653973	653946	653810	652241	653723	652165	652508	652625	651921	653684	652158	653453	651166	651881	652320	651793	650265	651767	652820	653421	652831	651105	651919	651159	652482	652644	652806	652078	652835	652479	653321	655097	654773	655145	655956	657099	658672	657175	656811	658248	658242	659209	658787	661084	660868	662985	662107	661010	663169	662743	665221	666814	665202	669008	669547	670719	671121	671108	674319	675074	677459	678980	682171	684849	686048	691241	690744	695335	698877	698769	700697	701744	703219	701228	703069	701044	699949	699243	698698	698178	697863	697689	697870	696649	696918	698612	698264	700506	700366	700518	700022	701306	703422	703123	703672	705791	705895	706925	706619	707984	709478	711254	712049	715437	715864	716770	716035	716268	714306	715592	715349	713645	714972	715992	716139	716915	714638	715856	716468	718308	718762	718223	718642	720109	720137	720517	720893	721036	720623	720262	720584	722623	723362	725428	727092	731827	731629	733466	734775	735243	736771	739227	738469	739630	736802	736982	736285	735449	736384	736743	736119	735192	733420	731774	731187	729742	729499	728466	726756	725741	727935	727959	724947	726604	727141	727433	726304	726185	726213	727291	727003	728387	726693	727024	728814	727481	727680	728035	727585	727606	730093	730211	731646	731614	732724	734423	732959	733742	735425	733989	733827	736090	734617	733387	735083	733899	734289	735835	736282	734503	735133	735383	733530	734974	734673	735333	736268	735297	735354	735621	738046	738299	738876	738168	740569	740094	740134	741597	743476	742532	743956	742560	742568	743147	742912	745502	746176	747234	748829	751548	751558	754865	755313	755113	754602	755368	753817	754251	753958	753925	755299	755259	756692	757593	759731	761463	764814	768234	769121	773599	772703	774855	771916	770624	766853	766969	763957	762652	764607	760803	761055	760730	761578	760105	761464	760810	761399	761637	761595	762185	761309	762191	763232	761675	763325	764561	762182	760867	762908	763498	762137	763400	764996	761683	763641	764411	765283	761989	762692	764295	762469	762530	762514	764771	762052	763926	762672	762945	763743	762152	761326	760489	762430	760998	762458	760533	761788	759892	760619	759677	759432	760680
308.391	323895	325217	325260	326685	326689	328356	332100	330405	331374	333167	334976	335022	335973	337252	339462	340731	343941	343383	345249	346781	349555	350341	351846	353854	355363	358040	359428	362809	365785	365551	365095	362657	364122	364678	365648	363758	365378	364755	366086	367390	369409	370107	373571	375436	375990	375765	375861	374284	375118	374396	373395	373798	373448	373847	374680	375714	375568	378556	378277	379022	380791	382067	383808	384742	385982	385998	384989	386950	387137	386947	389638	390445	388907	390461	390573	391619	393834	392365	392362	391989	392787	392998	392565	392940	392854	391833	393061	393002	392924	394491	393185	395165	395551	396983	396999	397529	399213	398912	399924	400662	398677	398527	400009	399155	399848	399414	400665	401541	402337	402059	403330	402929	403758	405770	405572	406743	408156	409877	410715	409774	411785	413283	413364	413095	413732	414655	415995	415353	415672	415452	416145	416663	416872	419387	419630	419484	421628	420504	423116	421827	422842	424645	425799	425675	425686	426530	427585	428505	430851	430128	432405	431140	434299	434500	435197	435899	435716	436867	437273	435888	437037	439146	438487	439616	439887	439325	439759	440371	440580	441812	441994	442883	443602	444609	445100	446672	447048	447245	446553	446573	447025	448050	448387	447350	447849	447714	447661	447074	447058	447985	447419	447321	447327	448739	451031	450240	452907	453075	453253	454525	454734	454150	452664	455019	454759	455451	454618	455077	455809	455988	456261	456483	457314	458641	459506	459425	460497	462320	461536	462743	461814	463018	463641	464876	466299	465629	467279	467888	468887	468765	471441	469767	472703	473631	473074	472611	475154	475176	475802	475583	476334	475862	476379	477454	477920	480365	479822	479601	478745	478769	479652	479292	478455	479141	479298	478873	480984	479842	480244	480778	480214	480985	479900	480287	481242	481408	483553	483387	481674	482363	482362	482095	483257	482740	482025	483282	482666	484746	483528	481769	482124	482966	483727	482740	484981	484499	485184	484582	485348	486840	487257	486547	486528	487562	487155	487526	488064	488818	487894	487944	488470	490127	490660	489587	490041	491620	492691	490674	492982	493327	492499	492165	492807	493952	496253	496480	495236	495291	496621	497264	496822	498756	497098	498272	499007	500519	500222	501127	500898	503831	502415	505177	504352	505715	504718	505850	507228	507130	506789	508281	508678	508397	509673	510380	511483	512116	512945	513915	514670	515570	515649	517198	516192	517662	517285	516433	515610	516892	515608	517602	517583	519207	518870	517946	519219	518060	517812	517807	517635	518677	520007	519796	520472	522524	523777	525149	526803	528055	529186	527048	527052	523393	522882	525455	524654	526887	528014	526446	525041	524347	525153	523560	524416	524978	526599	524168	523688	526421	524487	525990	526624	526982	527668	528025	529200	528671	529446	529650	529088	529857	530341	533732	532113	531648	531823	532201	532430	534759	534708	535378	534662	536445	536959	537016	536829	537729	538442	538060	540745	540602	540133	541215	540507	541721	541855	541545	542467	544436	545137	544583	544511	545166	547503	548766	548289	550484	548278	546397	547095	549140	549500	549279	548939	548562	547930	549248	552400	549024	551926	549324	552070	551738	551968	552353	552562	551827	552690	550695	552830	553122	552938	553590	553970	554940	552360	554248	554797	554077	554397	554687	554460	554022	554126	554445	553846	555109	554952	556730	556815	555058	555369	555463	556179	556928	557269	558044	557452	558154	559636	560913	559749	560804	559901	560671	559862	561080	561057	562223	563153	561849	562907	562688	563919	564303	564685	565324	566163	565273	567095	568238	566975	568724	569674	570865	572156	571590	573409	575860	580502	588473	595664	597308	593119	583050	578133	577208	576355	577843	577141	577579	578450	578829	577859	577517	577892	581611	582010	582716	582308	582888	582777	582441	584954	584144	584420	584723	586336	585787	587563	586899	588277	587329	586140	587759	587867	587917	588449	590319	589783	589683	590419	590639	589920	592063	591390	589648	589610	592494	591942	592484	592920	591326	589989	591109	591034	591528	592478	592243	591713	591130	591514	594015	592737	592041	593835	591222	594221	592444	592680	592878	592981	592871	592732	594324	595069	593216	592845	592819	594670	592747	593835	593516	594691	595637	595188	595305	596223	595900	597178	595254	597911	597986	597713	596644	597786	599343	599012	599965	600829	600785	603102	602192	601996	602522	603942	604913	605099	603170	604926	605316	606591	607524	607821	607599	609533	611615	610816	611400	612927	613665	613916	616435	615528	617413	617611	618304	620391	618550	620464	621342	624526	621748	624467	623277	625485	628694	627022	628985	629217	629313	630313	630528	630982	634527	632621	634698	634685	636958	635849	635400	636767	640020	639065	638474	638980	637628	640241	639575	640719	643198	640666	644176	643143	643200	642596	644308	644235	644890	645376	645864	646580	645688	646235	649355	648848	650685	649424	649423	650169	648759	647516	648172	647486	646648	645677	643792	644957	646108	643996	644301	641733	644947	644438	645501	645151	643729	643849	644574	643893	644974	644398	642943	644252	644310	644872	643782	643719	643852	645970	645140	646018	645052	644429	646343	646604	646585	647904	648127	648082	647989	650673	648037	650622	651453	652889	653231	651965	653984	653227	654119	654363	654599	656656	658325	658834	660994	660142	659216	663958	664575	666231	667754	670061	670935	673995	676329	678199	680914	683558	687129	689737	691588	690431	692539	692807	692213	695053	691977	690595	691492	691897	688639	688602	690763	690630	691082	688989	690190	691354	689760	689497	690468	692999	692799	695471	694600	694650	697371	696654	696999	698347	700021	700621	702129	703463	704986	706833	710073	707464	706343	703321	705610	706461	704540	706394	707221	707066	708251	706262	707007	707752	709980	708599	709508	708537	710184	712953	713276	710682	711073	712332	711526	711603	711812	713142	714944	718793	719641	723087	725187	725151	726681	725611	729070	730077	730494	730710	728319	724968	726892	725795	728100	727267	724194	724989	723160	721346	718093	721605	717222	715970	720169	718526	716496	717902	717772	717735	718034	717903	716039	718675	717719	717975	716366	717816	718860	718757	718427	718274	718341	716464	720827	719030	718910	721272	721937	724460	724384	724542	723844	723618	725249	726016	726350	725308	724103	725008	724404	723971	726326	725111	726446	725328	724964	725267	725804	724380	727003	726842	728580	726659	726790	727053	728373	729065	729645	730362	731007	730837	731446	734394	731429	733914	732368	733177	734918	735140	733846	736121	739250	738942	740766	743374	744685	744037	745273	745789	745101	744202	744903	744305	745830	745992	746604	748135	748352	750645	750891	757819	757776	759219	762973	764251	764779	761919	761142	757356	755801	753252	752624	751829	752191	751519	751419	751937	751502	752056	751780	751052	749310	751371	752845	752834	752143	752489	753357	753066	753598	753215	752392	754030	752246	752465	753291	753326	753685	753503	753148	753490	753474	754796	753428	754123	753585	751696	753824	753514	753424	754993	751217	752047	750852	751581	750636	750544	751006	752076	749997	750972	750252	750385	749487	751311	750117
