-20.21666;6.855549151
-20.20224333;6.566375702
-20.18782667;6.28186128
-20.17341;6.07691163
-20.15899333;5.889980054
-20.14457667;5.73298035
-20.13015999;5.617845332
-20.11574333;5.504060481
-20.10132666;5.409187477
-20.08691;5.320770553
-20.07249333;5.246549399
-20.05807666;5.17390661
-20.04365999;5.101843822
-20.02924333;5.042170242
-20.01482666;4.981688464
-20.00041;4.929497853
-19.98599333;4.875861992
-19.97157665;4.823652364
-19.95716;4.770349291
-19.94274332;4.727914112
-19.92832667;4.683967126
-19.91390999;4.638128005
-19.89949332;4.601673495
-19.88507665;4.562176355
-19.87065997;4.524752007
-19.85624333;4.480358135
-19.84182666;4.447383633
-19.82740999;4.418621272
-19.81299331;4.385951034
-19.79857664;4.348992588
-19.78416;4.320639081
-19.76974333;4.293407543
-19.75532665;4.265120593
-19.74090998;4.237366103
-19.72649331;4.204581766
-19.71207667;4.185185
-19.69765999;4.160558714
-19.68324332;4.136959316
-19.66882665;4.108634333
-19.65440997;4.08590969
-19.63999333;4.07022113
-19.62557663;4.047667636
-19.61115999;4.022309217
-19.59674335;4.006877378
-19.58232664;3.984200277
-19.56791;3.973475006
-19.55349329;3.954220864
-19.53907665;3.934776557
-19.52465995;3.920685377
-19.51024331;3.905814524
-19.49582667;3.88816727
-19.48140996;3.866973451
-19.46699332;3.853119977
-19.45257661;3.844087169
-19.43815997;3.830233695
-19.42374333;3.811454963
-19.40932663;3.802688386
-19.39490999;3.784908017
-19.38049328;3.772461759
-19.36607664;3.764085019
-19.35166;3.752808271
-19.33724329;3.739820045
-19.32282665;3.725158372
-19.30840995;3.714509167
-19.29399331;3.706683903
-19.27957667;3.69651011
-19.26515996;3.681620239
-19.25074332;3.676894655
-19.23632661;3.664172658
-19.22190997;3.657640512
-19.20749333;3.64841754
-19.19307663;3.640934572
-19.17865999;3.627784706
-19.16424328;3.613104017
-19.14982664;3.60390957
-19.13541;3.598404311
-19.12099329;3.59227151
-19.10657665;3.585263953
-19.09215995;3.571781299
-19.07774331;3.577039344
-19.06332667;3.570117361
-19.04891003;3.557813726
-19.03449325;3.557452414
-19.02007661;3.54962715
-19.00565997;3.541412049
-18.99124333;3.535868758
-18.97682669;3.529013332
-18.96240992;3.522386104
-18.94799328;3.510329683
-18.93357664;3.5068782
-18.91916;3.503426716
-18.90474336;3.490143735
-18.89032659;3.481434207
-18.87590995;3.477155509
-18.86149331;3.47528239
-18.84707667;3.473742058
-18.83265989;3.463311542
-18.81824325;3.460135797
-18.80382661;3.452576764
-18.78940997;3.448383639
-18.77499333;3.45126463
-18.76057656;3.445379042
-18.74615992;3.444665926
-18.73174328;3.441271492
-18.71732664;3.436688531
-18.70291;3.432409832
-18.68849322;3.42228358
-18.67407659;3.423548173
-18.65965995;3.418708489
-18.64524331;3.410902242
-18.63082667;3.411900605
-18.61640989;3.406690101
-18.60199325;3.402335337
-18.58757661;3.395803191
-18.57315997;3.387730713
-18.55874333;3.389375635
-18.54432656;3.385087429
-18.52990992;3.381788077
-18.51549328;3.379030694
-18.50107664;3.369646082
-18.48666;3.372384449
-18.47224322;3.369589033
-18.45782659;3.361345407
-18.44340995;3.363209018
-18.42899331;3.354718179
-18.41457667;3.352864076
-18.40015989;3.354356867
-18.38574325;3.349184396
-18.37132661;3.341092902
-18.35690997;3.336662072
-18.34249333;3.338516174
-18.32807656;3.332430915
-18.31365992;3.331898454
-18.29924328;3.328123692
-18.28482664;3.324263355
-18.27041;3.325765653
-18.25599322;3.322352203
-18.24157659;3.32055515
-18.22715995;3.31777875
-18.21274331;3.312672837
-18.19832667;3.312330541
-18.18390989;3.304857081
-18.16949325;3.307329218
-18.15507661;3.305284951
-18.14065997;3.297164932
-18.12624333;3.300141005
-18.11182656;3.29899051
-18.09740992;3.297459687
-18.08299328;3.29472132
-18.06857664;3.292391807
-18.05416;3.283644245
-18.03974322;3.286724908
-18.02532659;3.281904241
-18.01090995;3.28426228
-17.99649331;3.278129479
-17.98207667;3.278566857
-17.96765989;3.275143898
-17.95324325;3.273898322
-17.93882661;3.273137664
-17.92440984;3.26904913
-17.90999333;3.268231423
-17.89557656;3.255433361
-17.88116005;3.252248108
-17.86674328;3.255300246
-17.8523265;3.250203841
-17.83791;3.246295963
-17.82349322;3.250298923
-17.80907672;3.243072677
-17.79465995;3.243310383
-17.78024317;3.238366109
